"id","nome","tipo","estado"
903,"Prefeitura Municipal de Envira - AM",1,4
904,"Prefeitura Municipal de Epitaciolândia - AC",1,1
905,"Prefeitura Municipal de Ervália - MG",1,13
906,"Prefeitura Municipal de Escada - PE",1,17
907,"Prefeitura Municipal de Esperança - PB",1,15
908,"Prefeitura Municipal de Esperantina - PI",1,18
909,"Prefeitura Municipal de Esperantina - TO",1,27
910,"Prefeitura Municipal de Esperantinópolis - MA",1,10
911,"Prefeitura Municipal de Espírito Santo - RN",1,20
912,"Prefeitura Municipal de Espírito Santo do Turvo - SP",1,25
913,"Prefeitura Municipal de Estância - SE",1,26
914,"Prefeitura Municipal de Esteio - RS",1,21
915,"Prefeitura Municipal de Estreito - MA",1,10
916,"Prefeitura Municipal de Estrela de Alagoas - AL",1,2
917,"Prefeitura Municipal de Estrela do Norte - GO",1,9
918,"Prefeitura Municipal de Estrela do Sul - MG",1,13
919,"Prefeitura Municipal de Euclides da Cunha - BA",1,5
920,"Prefeitura Municipal de Eunápolis - BA",1,5
921,"Prefeitura Municipal de Eusébio - CE",1,6
922,"Prefeitura Municipal de Extremoz - RN",1,20
923,"Prefeitura Municipal de Fagundes - PB",1,15
924,"Prefeitura Municipal de Faria Lemos - MG",1,13
925,"Prefeitura Municipal de Faro - PA",1,14
926,"Prefeitura Municipal de Fartura do Piauí - PI",1,18
927,"Prefeitura Municipal de Fazenda Rio Grande - PR",1,16
928,"Prefeitura Municipal de Feira de Santana - BA",1,5
929,"Prefeitura Municipal de Felipe Guerra - RN",1,20
930,"Prefeitura Municipal de Fernandópolis - SP",1,25
931,"Prefeitura Municipal de Ferraz de Vasconcelos - SP",1,25
932,"Prefeitura Municipal de Ferreira Gomes - AP",1,3
933,"Prefeitura Municipal de Ferreiros - PE",1,17
934,"Prefeitura Municipal de Filadélfia - BA",1,5
935,"Prefeitura Municipal de Filadélfia - TO",1,27
936,"Prefeitura Municipal de Floreal - SP",1,25
937,"Prefeitura Municipal de Flores - PE",1,17
938,"Prefeitura Municipal de Flores de Goiás - GO",1,9
939,"Prefeitura Municipal de Floresta - PE",1,17
940,"Prefeitura Municipal de Floresta do Araguaia - PA",1,14
941,"Prefeitura Municipal de Florestópolis - PR",1,16
942,"Prefeitura Municipal de Fonte Boa - AM",1,4
943,"Prefeitura Municipal de Formosa da Serra Negra - MA",1,10
944,"Prefeitura Municipal de Formoso - GO",1,9
945,"Prefeitura Municipal de Formoso - MG",1,13
946,"Prefeitura Municipal de Formoso do Araguaia - TO",1,27
947,"Prefeitura Municipal de Forquilha - CE",1,6
948,"Prefeitura Municipal de Forquilhinha - SC",1,24
949,"Prefeitura Municipal de Fortaleza do Tabocão - TO",1,27
950,"Prefeitura Municipal de Fortaleza dos Nogueiras - MA",1,10
951,"Prefeitura Municipal de Fortim - CE",1,6
952,"Prefeitura Municipal de Fortuna - MA",1,10
953,"Prefeitura Municipal de Foz do Iguaçu - PR",1,16
954,"Prefeitura Municipal de Francisco Ayres - PI",1,18
955,"Prefeitura Municipal de Francisco Dumont - MG",1,13
956,"Prefeitura Municipal de Francisco Macedo - PI",1,18
957,"Prefeitura Municipal de Francisco Santos - PI",1,18
958,"Prefeitura Municipal de Frecheirinha - CE",1,6
959,"Prefeitura Municipal de Frei Inocêncio - MG",1,13
960,"Prefeitura Municipal de Frei Martinho - PB",1,15
961,"Prefeitura Municipal de Frei Miguelinho - PE",1,17
962,"Prefeitura Municipal de Frei Paulo - SE",1,26
963,"Prefeitura Municipal de Fronteiras - PI",1,18
964,"Prefeitura Municipal de Frutal - MG",1,13
965,"Prefeitura Municipal de Galiléia - MG",1,13
966,"Prefeitura Municipal de Galinhos - RN",1,20
967,"Prefeitura Municipal de Gameleira - PE",1,17
968,"Prefeitura Municipal de Gandu - BA",1,5
969,"Prefeitura Municipal de Garanhuns - PE",1,17
970,"Prefeitura Municipal de Gararu - SE",1,26
971,"Prefeitura Municipal de Garrafão do Norte - PA",1,14
972,"Prefeitura Municipal de General Carneiro - MT",1,11
973,"Prefeitura Municipal de Gentio do Ouro - BA",1,5
974,"Prefeitura Municipal de Getulina - SP",1,25
975,"Prefeitura Municipal de Gilbués - PI",1,18
976,"Prefeitura Municipal de Giruá - RS",1,21
977,"Prefeitura Municipal de Godofredo Viana - MA",1,10
978,"Prefeitura Municipal de Goiana - PE",1,17
979,"Prefeitura Municipal de Goianésia do Pará - PA",1,14
980,"Prefeitura Municipal de Goiânia - GO",1,9
981,"Prefeitura Municipal de Goianinha - RN",1,20
982,"Prefeitura Municipal de Goianira - GO",1,9
983,"Prefeitura Municipal de Goianorte - TO",1,27
984,"Prefeitura Municipal de Goiatins - TO",1,27
985,"Prefeitura Municipal de Goioxim - PR",1,16
986,"Prefeitura Municipal de Gonzaga - MG",1,13
987,"Prefeitura Municipal de Governador Archer - MA",1,10
988,"Prefeitura Municipal de Governador Dix-Sept Rosado - RN",1,20
989,"Prefeitura Municipal de Governador Edison Lobão - MA",1,10
990,"Prefeitura Municipal de Governador Jorge Teixeira - RO",1,22
991,"Prefeitura Municipal de Governador Luiz Rocha - MA",1,10
992,"Prefeitura Municipal de Governador Newton Bello - MA",1,10
993,"Prefeitura Municipal de Governador Nunes Freire - MA",1,10
994,"Prefeitura Municipal de Governador Valadares - MG",1,13
995,"Prefeitura Municipal de Graça - CE",1,6
996,"Prefeitura Municipal de Graça Aranha - MA",1,10
997,"Prefeitura Municipal de Grajaú - MA",1,10
998,"Prefeitura Municipal de Granja - CE",1,6
999,"Prefeitura Municipal de Granjeiro - CE",1,6
1000,"Prefeitura Municipal de Grão Pará - SC",1,24
1001,"Prefeitura Municipal de Gravatá - PE",1,17
1002,"Prefeitura Municipal de Gravatal - SC",1,24
1003,"Prefeitura Municipal de Grossos - RN",1,20
1004,"Prefeitura Municipal de Guaçuí - ES",1,8
1005,"Prefeitura Municipal de Guaimbê - SP",1,25
1006,"Prefeitura Municipal de Guaíra - PR",1,16
1007,"Prefeitura Municipal de Guajará-Mirim - RO",1,22
1008,"Prefeitura Municipal de Guajeru - BA",1,5
1009,"Prefeitura Municipal de Guamaré - RN",1,20
1010,"Prefeitura Municipal de Guapé - MG",1,13
1011,"Prefeitura Municipal de Guaraí - TO",1,27
1012,"Prefeitura Municipal de Guaraíta - GO",1,9
1013,"Prefeitura Municipal de Guaramiranga - CE",1,6
1014,"Prefeitura Municipal de Guaranésia - MG",1,13
1015,"Prefeitura Municipal de Guarani de Goiás - GO",1,9
1016,"Prefeitura Municipal de Guaraqueçaba - PR",1,16
1017,"Prefeitura Municipal de Guaratinga - BA",1,5
1018,"Prefeitura Municipal de Guarinos - GO",1,9
1019,"Prefeitura Municipal de Guarulhos - SP",1,25
1020,"Prefeitura Municipal de Guimarânia - MG",1,13
1021,"Prefeitura Municipal de Gurinhém - PB",1,15
1022,"Prefeitura Municipal de Gurjão - PB",1,15
1023,"Prefeitura Municipal de Gurupá - PA",1,14
1024,"Prefeitura Municipal de Gurupi - TO",1,27
1025,"Prefeitura Municipal de Herculândia - SP",1,25
1026,"Prefeitura Municipal de Hidrolândia - CE",1,6
1027,"Prefeitura Municipal de Hidrolina - GO",1,9
1028,"Prefeitura Municipal de Hortolândia - SP",1,25
1029,"Prefeitura Municipal de Iati - PE",1,17
1030,"Prefeitura Municipal de Ibaretama - CE",1,6
1031,"Prefeitura Municipal de Ibateguara - AL",1,2
1032,"Prefeitura Municipal de Ibiá - MG",1,13
1033,"Prefeitura Municipal de Ibiapina - CE",1,6
1034,"Prefeitura Municipal de Ibiassucê - BA",1,5
1035,"Prefeitura Municipal de Ibicoara - BA",1,5
1036,"Prefeitura Municipal de Ibicuí - BA",1,5
1037,"Prefeitura Municipal de Ibimirim - PE",1,17
1038,"Prefeitura Municipal de Ibipeba - BA",1,5
1039,"Prefeitura Municipal de Ibipitanga - BA",1,5
1040,"Prefeitura Municipal de Ibiquera - BA",1,5
1041,"Prefeitura Municipal de Ibiracatu - MG",1,13
1042,"Prefeitura Municipal de Ibirajuba - PE",1,17
1043,"Prefeitura Municipal de Ibirapitanga - BA",1,5
1045,"Prefeitura Municipal de Ibirapuitã - RS",1,21
1046,"Prefeitura Municipal de Ibirataia - BA",1,5
1047,"Prefeitura Municipal de Ibitiara - BA",1,5
1048,"Prefeitura Municipal de Ibititá - BA",1,5
1049,"Prefeitura Municipal de Ibotirama - BA",1,5
1050,"Prefeitura Municipal de Icaraí de Minas - MG",1,13
1051,"Prefeitura Municipal de Icatu - MA",1,10
1052,"Prefeitura Municipal de Icó - CE",1,6
1053,"Prefeitura Municipal de Ielmo Marinho - RN",1,20
1054,"Prefeitura Municipal de Iepê - SP",1,25
1055,"Prefeitura Municipal de Igaci - AL",1,2
1056,"Prefeitura Municipal de Igaporã - BA",1,5
1057,"Prefeitura Municipal de Igarapé do Meio - MA",1,10
1058,"Prefeitura Municipal de Igarapé-Açu - PA",1,14
1059,"Prefeitura Municipal de Igarassu - PE",1,17
1060,"Prefeitura Municipal de Igrapiúna - BA",1,5
1061,"Prefeitura Municipal de Iguaí - BA",1,5
1062,"Prefeitura Municipal de Iguape - SP",1,25
1063,"Prefeitura Municipal de Iguaraci - PE",1,17
1064,"Prefeitura Municipal de Ilha Grande - PI",1,18
1065,"Prefeitura Municipal de Ilha Solteira - SP",1,25
1066,"Prefeitura Municipal de Ilhéus - BA",1,5
1067,"Prefeitura Municipal de Imaculada - PB",1,15
1068,"Prefeitura Municipal de Imbituba - SC",1,24
1069,"Prefeitura Municipal de Inajá - PE",1,17
1070,"Prefeitura Municipal de Independência - CE",1,6
1071,"Prefeitura Municipal de Indianópolis - MG",1,13
1072,"Prefeitura Municipal de Indiaporã - SP",1,25
1073,"Prefeitura Municipal de Indiaroba - SE",1,26
1074,"Prefeitura Municipal de Inhambupe - BA",1,5
1075,"Prefeitura Municipal de Inhangapi - PA",1,14
1076,"Prefeitura Municipal de Inhapi - AL",1,2
1077,"Prefeitura Municipal de Inhapim - MG",1,13
1078,"Prefeitura Municipal de Inhaúma - MG",1,13
1079,"Prefeitura Municipal de Inhuma - PI",1,18
1080,"Prefeitura Municipal de Inhumas - GO",1,9
1081,"Prefeitura Municipal de Ipaba - MG",1,13
1082,"Prefeitura Municipal de Ipameri - GO",1,9
1083,"Prefeitura Municipal de Ipaporanga - CE",1,6
1084,"Prefeitura Municipal de Ipecaetá - BA",1,5
1085,"Prefeitura Municipal de Ipiaú - BA",1,5
1086,"Prefeitura Municipal de Ipirá - BA",1,5
1087,"Prefeitura Municipal de Ipixuna do Pará - PA",1,14
1088,"Prefeitura Municipal de Ipojuca - PE",1,17
1089,"Prefeitura Municipal de Iporá - GO",1,9
1090,"Prefeitura Municipal de Iporã - PR",1,16
1091,"Prefeitura Municipal de Ipu - CE",1,6
1092,"Prefeitura Municipal de Iracema - RR",1,23
1093,"Prefeitura Municipal de Irajuba - BA",1,5
1094,"Prefeitura Municipal de Iramaia - BA",1,5
1095,"Prefeitura Municipal de Iranduba - AM",1,4
1096,"Prefeitura Municipal de Irapuã - SP",1,25
1097,"Prefeitura Municipal de Irará - BA",1,5
1098,"Prefeitura Municipal de Irecê - BA",1,5
1099,"Prefeitura Municipal de Irituia - PA",1,14
1100,"Prefeitura Municipal de Itabaiana - PB",1,15
1101,"Prefeitura Municipal de Itabela - BA",1,5
1102,"Prefeitura Municipal de Itaberaba - BA",1,5
1103,"Prefeitura Municipal de Itabirinha - MG",1,13
1104,"Prefeitura Municipal de Itaboraí - RJ",1,19
1105,"Prefeitura Municipal de Itabuna - BA",1,5
1106,"Prefeitura Municipal de Itacajá - TO",1,27
1107,"Prefeitura Municipal de Itacarambi - MG",1,13
1108,"Prefeitura Municipal de Itacoatiara - AM",1,4
1109,"Prefeitura Municipal de Itacuruba - PE",1,17
1110,"Prefeitura Municipal de Itaeté - BA",1,5
1111,"Prefeitura Municipal de Itagimirim - BA",1,5
1112,"Prefeitura Municipal de Itaguaçu da Bahia - BA",1,5
1113,"Prefeitura Municipal de Itaguaí - RJ",1,19
1114,"Prefeitura Municipal de Itaguatins - TO",1,27
1115,"Prefeitura Municipal de Itaíba - PE",1,17
1116,"Prefeitura Municipal de Itaiçaba - CE",1,6
1117,"Prefeitura Municipal de Itaipava do Grajaú - MA",1,10
1118,"Prefeitura Municipal de Itaipé - MG",1,13
1119,"Prefeitura Municipal de Itaituba - PA",1,14
1120,"Prefeitura Municipal de Itajá - GO",1,9
1121,"Prefeitura Municipal de Itajá - RN",1,20
1122,"Prefeitura Municipal de Itaju do Colônia - BA",1,5
1123,"Prefeitura Municipal de Itajuípe - BA",1,5
1124,"Prefeitura Municipal de Itamaraju - BA",1,5
1125,"Prefeitura Municipal de Itamarati - AM",1,4
1126,"Prefeitura Municipal de Itamari - BA",1,5
1127,"Prefeitura Municipal de Itambé - BA",1,5
1128,"Prefeitura Municipal de Itambé - PE",1,17
1129,"Prefeitura Municipal de Itamonte - MG",1,13
1130,"Prefeitura Municipal de Itanagra - BA",1,5
1131,"Prefeitura Municipal de Itanhém - BA",1,5
1132,"Prefeitura Municipal de Itapaci - GO",1,9
1133,"Prefeitura Municipal de Itapajé - CE",1,6
1134,"Prefeitura Municipal de Itaparica - BA",1,5
1135,"Prefeitura Municipal de Itapé - BA",1,5
1136,"Prefeitura Municipal de Itapecuru Mirim - MA",1,10
1137,"Prefeitura Municipal de Itapema - SC",1,24
1138,"Prefeitura Municipal de Itapipoca - CE",1,6
1139,"Prefeitura Municipal de Itapissuma - PE",1,17
1140,"Prefeitura Municipal de Itapitanga - BA",1,5
1141,"Prefeitura Municipal de Itapuã do Oeste - RO",1,22
1142,"Prefeitura Municipal de Itapuí - SP",1,25
1143,"Prefeitura Municipal de Itaquaquecetuba - SP",1,25
1144,"Prefeitura Municipal de Itarema - CE",1,6
1145,"Prefeitura Municipal de Itariri - SP",1,25
1146,"Prefeitura Municipal de Itatiaia - RJ",1,19
1147,"Prefeitura Municipal de Itatim - BA",1,5
1148,"Prefeitura Municipal de Itatinga - SP",1,25
1149,"Prefeitura Municipal de Itatira - CE",1,6
1150,"Prefeitura Municipal de Itatuba - PB",1,15
1151,"Prefeitura Municipal de Itaú - RN",1,20
1152,"Prefeitura Municipal de Itaúba - MT",1,11
1153,"Prefeitura Municipal de Itaubal - AP",1,3
1154,"Prefeitura Municipal de Itinga do Maranhão - MA",1,10
1155,"Prefeitura Municipal de Itiúba - BA",1,5
1156,"Prefeitura Municipal de Ituporanga - SC",1,24
1157,"Prefeitura Municipal de Ituverava - SP",1,25
1158,"Prefeitura Municipal de Iúna - ES",1,8
1159,"Prefeitura Municipal de Ivolândia - GO",1,9
1160,"Prefeitura Municipal de Jacaré dos Homens - AL",1,2
1161,"Prefeitura Municipal de Jaci - SP",1,25
1162,"Prefeitura Municipal de Jaciara - MT",1,11
1163,"Prefeitura Municipal de Jacinto - MG",1,13
1164,"Prefeitura Municipal de Jacobina - BA",1,5
1165,"Prefeitura Municipal de Jacobina do Piauí - PI",1,18
1166,"Prefeitura Municipal de Jacuípe - AL",1,2
1167,"Prefeitura Municipal de Jacupiranga - SP",1,25
1168,"Prefeitura Municipal de Jacutinga - MG",1,13
1169,"Prefeitura Municipal de Jaguaraçu - MG",1,13
1170,"Prefeitura Municipal de Jaguarão - RS",1,21
1171,"Prefeitura Municipal de Jaguaretama - CE",1,6
1172,"Prefeitura Municipal de Jaguari - RS",1,21
1173,"Prefeitura Municipal de Jaguaribara - CE",1,6
1174,"Prefeitura Municipal de Jaguaribe - CE",1,6
1175,"Prefeitura Municipal de Jaguaruana - CE",1,6
1176,"Prefeitura Municipal de Jaíba - MG",1,13
1177,"Prefeitura Municipal de Jaicós - PI",1,18
1178,"Prefeitura Municipal de Jales - SP",1,25
1179,"Prefeitura Municipal de Jandaíra - RN",1,20
1180,"Prefeitura Municipal de Januária - MG",1,13
1181,"Prefeitura Municipal de Japaratinga - AL",1,2
1182,"Prefeitura Municipal de Japaratuba - SE",1,26
1183,"Prefeitura Municipal de Japeri - RJ",1,19
1184,"Prefeitura Municipal de Japi - RN",1,20
1185,"Prefeitura Municipal de Japoatã - SE",1,26
1186,"Prefeitura Municipal de Japonvar - MG",1,13
1187,"Prefeitura Municipal de Japurá - AM",1,4
1188,"Prefeitura Municipal de Jaraguá - GO",1,9
1189,"Prefeitura Municipal de Jaramataia - AL",1,2
1190,"Prefeitura Municipal de Jardim - MS",1,12
1191,"Prefeitura Municipal de Jardim de Piranhas - RN",1,20
1192,"Prefeitura Municipal de Jardim do Mulato - PI",1,18
1193,"Prefeitura Municipal de Jardim do Seridó - RN",1,20
1194,"Prefeitura Municipal de Jati - CE",1,6
1195,"Prefeitura Municipal de Jatobá do Piauí - PI",1,18
1196,"Prefeitura Municipal de Jaú - SP",1,25
1197,"Prefeitura Municipal de Jenipapo dos Vieiras - MA",1,10
1198,"Prefeitura Municipal de Jequeri - MG",1,13
1199,"Prefeitura Municipal de Jequiá da Praia - AL",1,2
1200,"Prefeitura Municipal de Jequié - BA",1,5
1201,"Prefeitura Municipal de Jequitinhonha - MG",1,13
1202,"Prefeitura Municipal de Jesuítas - PR",1,16
1203,"Prefeitura Municipal de Ji-Paraná - RO",1,22
1204,"Prefeitura Municipal de Jitaúna - BA",1,5
1205,"Prefeitura Municipal de Joanésia - MG",1,13
1206,"Prefeitura Municipal de Joanópolis - SP",1,25
1207,"Prefeitura Municipal de João Câmara - RN",1,20
1208,"Prefeitura Municipal de João Costa - PI",1,18
1209,"Prefeitura Municipal de João Dias - RN",1,20
1210,"Prefeitura Municipal de João Dourado - BA",1,5
1211,"Prefeitura Municipal de João Lisboa - MA",1,10
1212,"Prefeitura Municipal de João Pessoa - PB",1,15
1213,"Prefeitura Municipal de João Pinheiro - MG",1,13
1214,"Prefeitura Municipal de Joaquim Felício - MG",1,13
1215,"Prefeitura Municipal de Joaquim Gomes - AL",1,2
1216,"Prefeitura Municipal de Joaquim Nabuco - PE",1,17
1217,"Prefeitura Municipal de Joca Claudino-PB",1,15
1218,"Prefeitura Municipal de José da Penha - RN",1,20
1219,"Prefeitura Municipal de José de Freitas - PI",1,18
1220,"Prefeitura Municipal de Joselândia - MA",1,10
1221,"Prefeitura Municipal de Juatuba - MG",1,13
1222,"Prefeitura Municipal de Juazeirinho - PB",1,15
1223,"Prefeitura Municipal de Juazeiro - BA",1,5
1224,"Prefeitura Municipal de Juazeiro do Norte - CE",1,6
1225,"Prefeitura Municipal de Juazeiro do Piauí - PI",1,18
1226,"Prefeitura Municipal de Jucuruçu - BA",1,5
1227,"Prefeitura Municipal de Jundiá - AL",1,2
1228,"Prefeitura Municipal de Junqueiro - AL",1,2
1229,"Prefeitura Municipal de Jupi - PE",1,17
1230,"Prefeitura Municipal de Juquiá - SP",1,25
1231,"Prefeitura Municipal de Juquitiba - SP",1,25
1232,"Prefeitura Municipal de Juramento - MG",1,13
1233,"Prefeitura Municipal de Jurema - PI",1,18
1234,"Prefeitura Municipal de Juripiranga - PB",1,15
1235,"Prefeitura Municipal de Juru - PB",1,15
1236,"Prefeitura Municipal de Juruena - MT",1,11
1237,"Prefeitura Municipal de Juruti - PA",1,14
1238,"Prefeitura Municipal de Juscimeira - MT",1,11
1239,"Prefeitura Municipal de Jussara - GO",1,9
1240,"Prefeitura Municipal de Jussari - BA",1,5
1241,"Prefeitura Municipal de Jussiape - BA",1,5
1242,"Prefeitura Municipal de Jutaí - AM",1,4
1243,"Prefeitura Municipal de Lábrea - AM",1,4
1244,"Prefeitura Municipal de Lagamar - MG",1,13
1245,"Prefeitura Municipal de Lages - SC",1,24
1246,"Prefeitura Municipal de Lago do Junco - MA",1,10
1247,"Prefeitura Municipal de Lago Verde - MA",1,10
1248,"Prefeitura Municipal de Lagoa - PB",1,15
1249,"Prefeitura Municipal de Lagoa Alegre - PI",1,18
1250,"Prefeitura Municipal de Lagoa da Canoa - AL",1,2
1251,"Prefeitura Municipal de Lagoa D'anta - RN",1,20
1252,"Prefeitura Municipal de Lagoa de Dentro - PB",1,15
1253,"Prefeitura Municipal de Lagoa de Pedras - RN",1,20
1254,"Prefeitura Municipal de Lagoa de São Francisco - PI",1,18
1255,"Prefeitura Municipal de Lagoa do Carro - PE",1,17
1256,"Prefeitura Municipal de Lagoa do Itaenga - PE",1,17
1257,"Prefeitura Municipal de Lagoa do Piauí - PI",1,18
1258,"Prefeitura Municipal de Lagoa do Sítio - PI",1,18
1259,"Prefeitura Municipal de Lagoa dos Gatos - PE",1,17
1260,"Prefeitura Municipal de Lagoa dos Patos - MG",1,13
1261,"Prefeitura Municipal de Lagoa Grande - MG",1,13
1262,"Prefeitura Municipal de Lagoa Grande do Maranhão - MA",1,10
1263,"Prefeitura Municipal de Laguna - SC",1,24
1264,"Prefeitura Municipal de Lajeado - RS",1,21
1265,"Prefeitura Municipal de Lajeado Novo - MA",1,10
1266,"Prefeitura Municipal de Lajedo - PE",1,17
1267,"Prefeitura Municipal de Lajedo do Tabocal - BA",1,5
1268,"Prefeitura Municipal de Lajes Pintadas - RN",1,20
1269,"Prefeitura Municipal de Lamarão - BA",1,5
1270,"Prefeitura Municipal de Lambari D'oeste - MT",1,11
1271,"Prefeitura Municipal de Laranjal do Jari - AP",1,3
1272,"Prefeitura Municipal de Laranjeiras do Sul - PR",1,16
1273,"Prefeitura Municipal de Lassance - MG",1,13
1274,"Prefeitura Municipal de Lastro - PB",1,15
1275,"Prefeitura Municipal de Lavandeira - TO",1,27
1276,"Prefeitura Municipal de Lavras da Mangabeira - CE",1,6
1277,"Prefeitura Municipal de Leopoldo de Bulhões - GO",1,9
1278,"Prefeitura Municipal de Licínio de Almeida - BA",1,5
1279,"Prefeitura Municipal de Limoeiro - PE",1,17
1280,"Prefeitura Municipal de Limoeiro de Anadia - AL",1,2
1281,"Prefeitura Municipal de Limoeiro do Norte - CE",1,6
1282,"Prefeitura Municipal de Livramento - PB",1,15
1283,"Prefeitura Municipal de Loreto - MA",1,10
1284,"Prefeitura Municipal de Lourdes - SP",1,25
1285,"Prefeitura Municipal de Lucélia - SP",1,25
1286,"Prefeitura Municipal de Lucena - PB",1,15
1287,"Prefeitura Municipal de Luciára - MT",1,11
1288,"Prefeitura Municipal de Luís Domingues - MA",1,10
1289,"Prefeitura Municipal de Luislândia - MG",1,13
1290,"Prefeitura Municipal de Luiz Correia - PI",1,18
1291,"Prefeitura Municipal de Luiziana - PR",1,16
1292,"Prefeitura Municipal de Lupércio - SP",1,25
1293,"Prefeitura Municipal de Luzilândia - PI",1,18
1294,"Prefeitura Municipal de Macapá - AP",1,3
1295,"Prefeitura Municipal de Macaparana - PE",1,17
1296,"Prefeitura Municipal de Macarani - BA",1,5
1297,"Prefeitura Municipal de Macaubal - SP",1,25
1298,"Prefeitura Municipal de Maceió - AL",1,2
1299,"Prefeitura Municipal de Machados - PE",1,17
1300,"Prefeitura Municipal de Madalena - CE",1,6
1301,"Prefeitura Municipal de Madeiro - PI",1,18
1302,"Prefeitura Municipal de Mãe D'água - PB",1,15
1303,"Prefeitura Municipal de Mãe do Rio - PA",1,14
1304,"Prefeitura Municipal de Magalhães Barata - PA",1,14
1305,"Prefeitura Municipal de Magé - RJ",1,19
1306,"Prefeitura Municipal de Mairi - BA",1,5
1307,"Prefeitura Municipal de Mairinque - SP",1,25
1308,"Prefeitura Municipal de Major Isidoro - AL",1,2
1309,"Prefeitura Municipal de Major Vieira - SC",1,24
1310,"Prefeitura Municipal de Malhada de Pedras - BA",1,5
1311,"Prefeitura Municipal de Malhada dos Bois - SE",1,26
1312,"Prefeitura Municipal de Malhador - SE",1,26
1313,"Prefeitura Municipal de Malta - PB",1,15
1314,"Prefeitura Municipal de Mamanguape - PB",1,15
1315,"Prefeitura Municipal de Mamonas - MG",1,13
1316,"Prefeitura Municipal de Manacapuru - AM",1,4
1317,"Prefeitura Municipal de Manaíra - PB",1,15
1318,"Prefeitura Municipal de Manaquiri - AM",1,4
1319,"Prefeitura Municipal de Manari - PE",1,17
1320,"Prefeitura Municipal de Manaus - AM",1,4
1321,"Prefeitura Municipal de Mâncio Lima - AC",1,1
1322,"Prefeitura Municipal de Manfrinópolis - PR",1,16
1323,"Prefeitura Municipal de Manga - MG",1,13
1324,"Prefeitura Municipal de Mangaratiba - RJ",1,19
1325,"Prefeitura Municipal de Manhuaçu - MG",1,13
1326,"Prefeitura Municipal de Manicoré - AM",1,4
1327,"Prefeitura Municipal de Manoel Emídio - PI",1,18
1328,"Prefeitura Municipal de Manoel Urbano - AC",1,1
1329,"Prefeitura Municipal de Manoel Vitorino - BA",1,5
1330,"Prefeitura Municipal de Mansidão - BA",1,5
1331,"Prefeitura Municipal de Maraã - AM",1,4
1332,"Prefeitura Municipal de Marabá - PA",1,14
1333,"Prefeitura Municipal de Marabá Paulista - SP",1,25
1334,"Prefeitura Municipal de Maracaçumé - MA",1,10
1335,"Prefeitura Municipal de Maracaju - MS",1,12
1336,"Prefeitura Municipal de Maracanã - PA",1,14
1337,"Prefeitura Municipal de Maragogi - AL",1,2
1338,"Prefeitura Municipal de Maragogipe - BA",1,5
1339,"Prefeitura Municipal de Maraial - PE",1,17
1340,"Prefeitura Municipal de Marajá do Sena - MA",1,10
1341,"Prefeitura Municipal de Maranguape - CE",1,6
1342,"Prefeitura Municipal de Marapanim - PA",1,14
1343,"Prefeitura Municipal de Maraú - BA",1,5
1344,"Prefeitura Municipal de Maravilha - AL",1,2
1345,"Prefeitura Municipal de Marcação - PB",1,15
1346,"Prefeitura Municipal de Marcelino Vieira - RN",1,20
1347,"Prefeitura Municipal de Marcionílio Souza - BA",1,5
1348,"Prefeitura Municipal de Marechal Cândido Rondon - PR",1,16
1349,"Prefeitura Municipal de Marechal Deodoro - AL",1,2
1350,"Prefeitura Municipal de Marechal Floriano - ES",1,8
1351,"Prefeitura Municipal de Marechal Taumaturgo - AC",1,1
1352,"Prefeitura Municipal de Mari - PB",1,15
1353,"Prefeitura Municipal de Maribondo - AL",1,2
1354,"Prefeitura Municipal de Marília - SP",1,25
1355,"Prefeitura Municipal de Maringá - PR",1,16
1356,"Prefeitura Municipal de Marituba - PA",1,14
1357,"Prefeitura Municipal de Marliéria - MG",1,13
1358,"Prefeitura Municipal de Marquinho - PR",1,16
1359,"Prefeitura Municipal de Mascote - BA",1,5
1360,"Prefeitura Municipal de Massapê - CE",1,6
1361,"Prefeitura Municipal de Massaranduba - PB",1,15
1362,"Prefeitura Municipal de Mata Grande - AL",1,2
1363,"Prefeitura Municipal de Mata Verde - MG",1,13
1364,"Prefeitura Municipal de Mataraca - PB",1,15
1365,"Prefeitura Municipal de Mateiros - TO",1,27
1366,"Prefeitura Municipal de Matelândia - PR",1,16
1367,"Prefeitura Municipal de Matias Cardoso - MG",1,13
1368,"Prefeitura Municipal de Matias Olímpio - PI",1,18
1369,"Prefeitura Municipal de Matinha - MA",1,10
1370,"Prefeitura Municipal de Matinhas - PB",1,15
1371,"Prefeitura Municipal de Mato Verde - MG",1,13
1372,"Prefeitura Municipal de Matões - MA",1,10
1373,"Prefeitura Municipal de Matões do Norte - MA",1,10
1374,"Prefeitura Municipal de Matrinchã - GO",1,9
1375,"Prefeitura Municipal de Matriz de Camaragibe - AL",1,2
1376,"Prefeitura Municipal de Maturéia - PB",1,15
1377,"Prefeitura Municipal de Mauá da Serra - PR",1,16
1378,"Prefeitura Municipal de Maués - AM",1,4
1379,"Prefeitura Municipal de Mauriti - CE",1,6
1380,"Prefeitura Municipal de Maxaranguape - RN",1,20
1381,"Prefeitura Municipal de Mazagão - AP",1,3
1382,"Prefeitura Municipal de Medeiros Neto - BA",1,5
1383,"Prefeitura Municipal de Medicilândia - PA",1,14
1384,"Prefeitura Municipal de Melgaço - PA",1,14
1385,"Prefeitura Municipal de Mendes Pimentel - MG",1,13
