"numero_processo","ano","un_tecnica_responsavel","un_responsavel_agir","relator","assunto","ano_final"
"2121720173",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"Ministério da Justiça e Segurança Pública, encaminha o processo de Tomada de Contas Especial - Processo n° 08020.010083/2015-11, instaurado pelo Ministério da Justiça e Segurança Pública, o qual contempla o resultado dos exames procedidos pelo Ministério da Transparência, Fiscalização e Controle.",2022
"2122620180",2018,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"Tomada de Contas Especial instaurado pelo Ministério da Justiça em razão da impugnação total de despesas do Convênio nº 10/2004, celebrado entre a então Secretaria Especial de Políticas de Promoção da Igualdade Racial ¿ SEPPIR/PR e o Centro de Formação do Educador Popular Maria da Conceição ¿ CFEPMC",2021
"2122720187",2018,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"Convertida pelo Acórdão nº 3993/2018-TCU-2ª Câmara (Representação contra a Secretaria Municipal de Saúde de Pacajus/CE, referente ao Termo de Ajuste Sanitário - TAS -Relatório de Auditoria nº 9783. Processo nº 25016.010112/2012-72. Ofício nº 500/2016/SEAUD/NE/MS/CE) - TC-026.393/2016-6.",2020
"2124020167",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo Ministério da Cultura, em razão da impugnação total de despesas, referente ao convênio nº 42/2006, Gestão: 2006 a 2011 (Processo original: 01420.012327/2015-31).",2022
"2127920209",2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Omissão no dever de prestar contas, para atendimento ao Programa Nacional de Alimentação Escolar (PNAE), exercício 2014, função EDUCACAO (nº da TCE no sistema: 1151/2018).",2022
"2128420202",2020,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Convênio 840039/2007, firmado com o/a FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO, Siafi/Siconv 600094, função EDUCACAO, que teve como objeto EQUIPAMENTO/MOBILIARIO (nº da TCE no sistema: 1439/2019).",2022
"2128520209",2020,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Não comprovação da regular aplicação dos recursos repassados pela União, para atendimento ao Programa Nacional de Apoio ao Transporte Escolar (Pnate), exercício 2016, função EDUCACAO (nº da TCE no sistema: 1918/2019).",2022
"2129020202",2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Omissão no dever de prestar contas, para atendimento ao PROJOVEM CAMPO, ciclo 2014, função EDUCACAO (nº da TCE no sistema: 459/2020).",2021
"2129620162",2016,"SecexEduc Secretaria de Controle Externo da Educação, da Cultura e do Desporto","SecexEduc Secretaria de Controle Externo da Educação, da Cultura e do Desporto",5,"Tomada de Contas Especial em razão de irregularidades detectadas no Convênio 735440/2010-MinC, celebrado entre o Ministério da Cultura e o Instituto Comunidade Participativa - ICP.",2021
"2129920170",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"Omissão no dever de prestar contas do Convênio Termo de Compromisso nº 5617/2012, celebrado entre o Fundo Nacional de Desenvolvimento da educação-ME e a PM de Taperoá/PB, tendo por objeto infraestrutura e Recursos Pedagógicos em atendimento ao Plano de Ações Articuladas no âmbito do Plano de Metas Compromisso todos pela Educação.",2020
"2131620163",2016,"SEC-RN Secretaria do TCU no Estado do Rio Grande do Norte","SEC-RN Secretaria do TCU no Estado do Rio Grande do Norte",11,"Programa de Apoio aos Sistemas de Ensino para Atendimento à Educação de Jovens e Adultos - PEJA-2006; Programa Nacional de Apoio ao Transporte do Escolar-PNATE-2007; Programa Nacional de Alimentação Escolar-PNAE-2008. Fundo Nacional de Desenvolvimento da Educação-FNDE; e município de Canutama-AM.",2018
"2132120205",2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Omissão no dever de prestar contas, para atendimento ao Programa Dinheiro Direto na Escola (PDDE), exercício 2014, função EDUCACAO (nº da TCE no sistema: 2266/2018).",2022
"2132520170",2017,"SEC-PE Secretaria do TCU no Estado de Pernambuco","SEC-PE Secretaria do TCU no Estado de Pernambuco",11,"TCE instaurada por meio do Processo 54141.000519/2016-88, em função de dano apurado no âmbito Termo de Convênio CRT/MSF/Nº 02000/2003, firmado entre a Cooperativa de Prestação de Serviços Técnicos dos Assentados da Reforma Agrária e a Superintendência Regional do Incra Médio São Francisco - SR/29",2018
"2132520200",2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Omissão no dever de prestar contas, Termo de compromisso 11013/2014, firmado com o/a FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO , função EDUCACAO, que teve como objeto Estabelece os critérios para apoiar financeiramente, em caráter suplementar e voluntário, as redes públicas de educação básica dos Estados, Municípios e Distrito Federal, no âmbito do Plano de Ações Articuladas/ PAR, quanto à dimensão de Infraestrutura Física. (nº da TCE no sistema: 4893/2019).",2022
"2133020166",2016,"SEC-AP Secretaria do TCU no Estado do Amapá","SEC-AP Secretaria do TCU no Estado do Amapá",1,"Convênio 158/2005 (Siafi 554631). Objeto: Apoio à estruturação do Museu dos Povos Indígenas do Oiapoque - Koahi, com aquisição de equipamento/material permanente.",2017
"2136820201",2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Omissão no dever de prestar contas, para atendimento ao TRANSFERENCIAS A ESTADO E MUNÍCIPIOS PBA BRALF, exercício 2010, função EDUCACAO (nº da TCE no sistema: 803/2019).",2022
"2136920160",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"Omissão no dever de prestar contas dos recursos repassados no Termo de Concessão de Apoio Financeiro n° 23/2008.ao ""Projeto Leporella"" (01580.020840/2016-43)",2022
"2137020168",2016,"SecexAmb Secretaria de Controle Externo da Agricultura e do Meio Ambiente","SecexAmb Secretaria de Controle Externo da Agricultura e do Meio Ambiente",5,"Tomada de Contas Especial nº 00350.004461/2015-76 instaurada em desfavor da Federação das Associações de Pequenos Produtores Rurais do Distrito Federal e do Entorno, referente ao Convênio 71/2004.",2021
"2137020206",2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Omissão no dever de prestar contas, Termo de compromisso 29949/2014, firmado com o/a FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO, função EDUCACAO, que teve como objeto Estabelecer os critérios para o apoio técnico e financeiro às redes públicas de educação básica dos Estados, Municípios e Distrito Federal, no âmbito do Plano de Ações Articuladas (PAR). (nº da TCE no sistema: 4564/2019).",2021
"2137220160",2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"Impugnação parcial de despesas realizadas com recursos do Convênio n° 701637/2008 (58000.000732/2016-55)",2020
"2138920179",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",9,"prejuízo causado por empregado público, quando no exercício do cargo de Agente de Correios - Comercial, no âmbito da Agência de Correios e Banco Postal Beruri/DR/AM",2021
"2139020177",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Convênio CRT/MT 032/2004 ( Siafi 518845) Objeto: Execução de serviços de assistência Técnica, Social e Ambiental em Projetos de Assentamento do Incra no Estado de Mato Grosso",2021
"2139520160",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"Ministério da Cultura encaminha processo de TCE instaurado pelo MC, em razão da impugnação total de despesas dos recursos captados pelo proponente, Solução Cultural Consultoria em Projetos Culturais Ltda, com sede na cidade de São Paulo - SP.Antônio Carlos Belini Amorim, Felipe Vaz Amorim e Solução Cultural Consultoria em Projetos Culturais Ltda",2021
"2142320172",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE CONTRA O SENHOR PEDRO FONTELES DOS SANTOS, EX-PREFEITO MUNICIPAL DE ACARAÚ/CE, GESTÃO 2009-2012. INSTAURADO EM RAZÃO DA OMISSÃO NO DEVER DE PRESTAR CONTAS DOS RECURSOS REPASSADOS, À CONTA DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE, NO EXERCÍCIO DE 2012, CODIGO UG 153173/15253, FIRMADO COM O FNDE/MEC. OBJETO: AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS. PROC: 23034.013975/2017-62. OF.35/17/AECI/",2021
"2142520175",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE CONTRA O SENHOR JOSÉ CLODOVEU DE ARRUDA COELHO NETO, EX-PREFEITO MUNICIPAL DE SOBRAL/CE, GESTÃO 2013-2016. EM RAZÃO DA IMPUGNAÇÃO TOTAL DE DESPESAS COM RECURSOS REPASSADOS, À CONTA DO PROGRAMA DE APOIO AO SISTEMA DE ENSINO PARA ATENDIMENTO À EDUCAÇÃO DE JOVENS E ADULTOS-PEJA, EM 2013, COD. UG 153173/15253, FIRMADO COM O FNDE/MEC. OBJ.: AQUISIÇÃO DE MATERIAL. PROC: 23034.012915/2017-22. OF.35/",2020
"2142920170",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE CONTRA O SENHOR JOSÉ WILLAME BARRETO DE ALENCAR, EX-PREFEITO MUNICIPAL DE MOMBAÇA/CE, GESTÕES 2005-2008 E 2009-2012. EM RAZÃO DA IMPUGNAÇÃO PARCIAL DE DESPESAS DOS RECURSOS REPASSADOS, À CONTA DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE, NO EX. DE 2011, CODIGO UG 153173/15253, FIRMADO COM O FNDE/MEC. OBJETO: AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS. PROC: 23034.043955/2016-35. OF. 35/2017/AEC",2022
"2143320178",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"para apreciação do mérito das irregularidades e débitos imputados ao Estado da Paraíba",2020
"2144220169",2016,"SEC-CE Secretaria do TCU no Estado do Ceará","SEC-CE Secretaria do TCU no Estado do Ceará",11,"TCE CONTRA OS SENHORES JOÃO ALMIR DE FREITAS BRANDÃO (FALECIDO) E JOSÉ MARDÔNIO DA COSTA, EX-PREFEITOS MUNICIPAIS DE SÃO BENEDITO/CE, EM RAZÃO DO NÃO ATINGIMENTO DOS OBJETIVOS PACTUADOS (NO EXERCÍCIO DE 1998), DO CONVÊNIO Nº 642/1994-FAE, SIAFI Nº 100556. PROCESSO Nº 23034.002769/2015-65. OFÍCIO Nº 9/2016/AECI/GM/GM-MEC.",2017
"2144520206",2020,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE instaurada pelo(a) FUNDO NACIONAL DE SAÚDE - MS em razão de Não comprovação da regular aplicação dos recursos repassados pela União, função SAUDE, para atendimento à/ao AMPLIAR O ACESSO DA POPULAÇÃO RURAL E URBANA À ATENÇÃO BÁSICA, POR MEIO DA TRANSFERÊNCIA DE RECURSOS FEDERAIS, COM BASE EM UM VALOR PER CAPITA, PARA A PRESTAÇÃO DE ASSISTÊNCIA BÁSICA, DE CARÁTER INDIVIDUAL OU COLETIVO, PARA A PREVENÇÃO DE AGRAVOS, TRATAMENTO E REABILITAÇÃO, LEVANDO EM CONSIDERAÇÃO AS DISPARIDADES REGIONAIS. (nº da TCE no sistema: 1319/2019).",2022
"2144620202",2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TCE instaurada pelo(a) FUNDO NACIONAL DE SAÚDE - MS em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Gestão de bens, dinheiros ou valores públicos, Assistência Farmacêutica - Programa Farmácia Popular do Brasil (nº da TCE no sistema: 1320/2019).",2022
"2150820178",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",9,"Tomada de Contas Especial relativa à irregularidade praticada pelo bolsista Thiago Benites dos Santos, quando da utilização de Bolsa de Doutorado no Exterior, concedida pelo CNPq por meio do Termo de Concessão e Aceitação de Bolsa no Exterior datado de 7/4/2011 e Termo de compromisso",2021
"2151920161",2016,"SEC-PB Secretaria do TCU no Estado da Paraíba","SEC-PB Secretaria do TCU no Estado da Paraíba",14,"Tomada de Contas Especial instaurada pelo FNDE referente a omissão no dever de prestar contas do Convênio n° 5000/1997, celebrado com a Prefeitura Municipal de São Roberto/MA, tendo por objeto ""Promover o atendimento do Programa Nacional de Alimentação Escolar.",2018
"2153020173",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE CONTRA OS SENHORES DANIEL ADRIANO PINTO E ELIESIO ROCHA ADRIANO, EX-PREFEITO E PREFEITO ATUAL DO MUNICÍPIO DE BELA CRUZ/CE. IMPUGNAÇÃO PARCIAL DE DESPESAS DO CONVÊNIO Nº 710045/2008, SICONV 625151, FNDE. OBJETO: CONCEDER APOIO FINANCEIRO PARA DESENVOLVIMENTO DE AÇÕES VISANDO A MELHORIA DA INFRAESTRUTURA DA REDE FÍSICA ESCOLAR, COM A CONSTRUÇÃO DE ESCOLAS. SEI 23034.041421/2016-74. OF. 40/2017",2022
"2155420161",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",14,"Termo de Compromisso nº TC/PAC 9/2009 (Siafi 658156), firmado entre a Fundação Nacional de Saúde-Funasa e o Município de Águas Vermelhas-MG",2022
"2162820165",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",5,"TCE - Tomada de Contas Especial - Processo nº 72031.007283/2012-14, referente ao Convênio nº 1455/2008, Siafi/Siconv nº 701733/2008, celebrado entre MTur e o Município de Cristianópolis - GO, objetivando a contratação de bandas musicais para evento de réveillon.",2022
"2162820173",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Transferência de recursos na modalidade fundo a fundo à conta do Programa Dinheiro Direto na Escola-PDDE no exercício de 2013",2021
"2164420160",2016,"SEC-TO Secretaria do TCU no Estado de Tocantins","SEC-TO Secretaria do TCU no Estado de Tocantins",2,"Consecução parcial dos objetivos pactuados no Convênio nº 1495/2001, firmado entre a Prefeitura Municipal de Talismã/TO e a Fundação Nacional de Saúde/TO.",2018
"2164820174",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",2,"originaria da conversão da denuncia 010.438/2015-7 (item 9.4 do Acórdão 1006/2017-Plenário) sobre possíveis irregularidades perpetradas no Corpo de Bombeiros Militar do Estado de Roraima - CBMRR por meio de promoções indevidas de oficiais integrantes do quadro de militares do ex-Território Federal de Roraima com injustificado dispêndio de recursos federais.",2021
"2165620169",2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",5,"Tomada de Contas Especial - Processo nº 72031.006512/2010-11 Associação Cultura Acesa/DF - Ofício 933/2016/AECI/MTur",2022
"2166220177",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Transferência de recursos na modalidade fundo a fundo à conta do Programa Dinheiro Direto na Escola-PDDE no exercício de 2008",2022
"2167120168",2016,"SEC-AM Secretaria do TCU no Estado do Amazonas","SEC-AM Secretaria do TCU no Estado do Amazonas",11,"Convênio 157/2005 - Siafi 527043 - firmado entre Ministério do Esporte e município de Manaus/AM",2018
"2167120176",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"Programa Nacional de Apoio ao Transporte do Escolar-PNATE, exercíico 2015, firmado entre Fundo Nacional de Desenvolvimento da Educação-FNDE e Município de Uarini/AM",2020
"2167220164",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",5,"TCE - Tomada de Contas Especial Processo nº 72031.008074/2013-61, referente ao Convênio nº 735476/2010 celebrado entre o MTur e o Município de Montividiu do Norte - GO.",2021
"2167320179",2017,"SEC-CE Secretaria do TCU no Estado do Ceará","SEC-CE Secretaria do TCU no Estado do Ceará",15,"Programa Nacional de Alimentação Escolar-PNAE, exercício 2011, firmado entre Fundo Nacional de Desenvolvimento da Educação-FNDE e Município de Beruri/AM",2018
"2167420167",2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",5,"Tomada de Contas Especial Processo nº 72031.001151/2016-02, referente ao Convênio nº 755666/2011 celebrado entre o Mtur e o Município de Campinaçu - GO.",2021
"2167420175",2017,"SEC-CE Secretaria do TCU no Estado do Ceará","SEC-CE Secretaria do TCU no Estado do Ceará",15,"Programa Nacional de Alimentação Escolar-PNAE, exercício 2012, firmado entre Fundo Nacional de Desenvolvimento da Educação-FNDE e Município de Beruri/AM",2018
"2167520171",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Transferência de recursos na modalidade fundo a fundo à conta do Programa Nacional de Apoio ao Transporte Escolar-PNATE no exercício de 2012",2021
"2167620194",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada pelo(a) Secretaria Especial de Cultura em razão de Omissão no dever de prestar contas, Lei Rouanet, que teve por objeto Publicar um livro que ofereça ao trabalhador do turismo e leitor em geral elementos extra-operacionais para exercer sua atividade de forma mais plena, com uma visão mais aprofundada e filosófica sobre o todo que cerca cada cenário. Tiragem 10.000 exemplares Distribuição 10% patrocinador, 10% bibliotecas, 10% assessoria de imprensa e divulgação, 70% autor (nº da TCE no sistema: 752/2018).",2021
"2168020191",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"TCE instaurada pelo(a) Financiadora de Estudos e Projetos em razão de Omissão no dever de prestar contas, Contrato de subvenção econômica 03.12.0024.00, firmado com o/a FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO, função null, que teve como objeto ""SIDI - SISTEMA INTEGRADO DE DIAGNÓSTICO POR IMAGEM"" (nº da TCE no sistema: 2074/2018).",2021
"2168120198",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE instaurada pelo(a) Conselho Nacional de Desenvolvimento Científico e Tecnológico em razão de Omissão no dever de prestar contas, Termo de concessão e aceitação de bolsa no exterior 010888/2018-12, firmado com o/a Conselho Nacional de Desenvolvimento Científico e Tecnológico, função null, que teve como objeto Graduação Sanduíche no Exterior - SWG - Austrália/Go8 - 185/2014 (nº da TCE no sistema: 2178/2018).",2021
"2168320190",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE instaurada pelo(a) Conselho Nacional de Desenvolvimento Científico e Tecnológico em razão de Omissão no dever de prestar contas, Termo de compromisso 000598/2019-33, firmado com o/a CONSELHO NAC DE DESENV CIENT E TECNOLOGICO, função CIENCIA E TECNOLOGIA, que teve como objeto Termo de concessão de bolsa no país - Comportamento Tensão - Deformação de Solos Naturais e Reforçados (nº da TCE no sistema: 160/2019).",2021
"2168920164",2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada por meio do Processo 01300.004801/2016-65, em função de dano apurado no âmbito de termo de concessão de apoio financeiro concedido pelo CNPq a Sra. Rita de Cássia Souza Dias.",2020
"2172020150",2015,"SEC-PA Secretaria do TCU no Estado do Pará","SEC-PA Secretaria do TCU no Estado do Pará",13,"PNAE. Exercício: 2007",NULL
"2172120157",2015,"SEC-RN Secretaria do TCU no Estado do Rio Grande do Norte","SEC-RN Secretaria do TCU no Estado do Rio Grande do Norte",8,"TCE INSTAURADA CONTRA A SRA. NAIDE XAVIER DE SOUZA, EX-ATENDENTE COMERCIAL DA AGÊNCIA POSTAL DE BOA SAÚDE/RN, EM RAZÃO DE PREJUÍZOS CAUSADOS À ECT.",NULL
"2175920162",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",14,"Convênio 824/2007 (Siafi 619315), firmado entre o Ministério do Turismo e a Associação Beneficente Centro de Cultura, Esporte e Assistência Social-ABCC/MG",2022
"2176020160",2016,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",14,"Convênio 1400/2009 (Siaf 717788), firmado entre o Ministério do Turismo e o Município de Pirapora-MG",2018
"2177720160",2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"Tomada de Contas Especial - Processo nº 720031.006814/2010-81 Câmara Comunitária dos Bairros de Saúde, Santo Cristo, Praça Mauá, Zona Portuária e Centro/RJ",2021
"2179020167",2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"Tomada de contas especial contra o Sr. Jandir Miguel Hickmann. omissão no dever de prestar contas das despesas dos recursos repassados ao Pesquisador, no exercício de 2012, por meio de concessão de auxilio financeiro para pesquisa",2022
"2189320209",2020,"SecexDefes Secretaria de Controle Externo da Defesa Nacional e da Segurança Pública","SecexDefes Secretaria de Controle Externo da Defesa Nacional e da Segurança Pública",11,"Apuração de dano ao erário decorrente do não adimplemento, por parte da empresa Arxo Industrial do Brasil Ltda., da obrigação de realização de estágios de treinamento no local em que os módulos de combustível foram instalados (item 9.5 do Acórdão 1353/2020-P - TC 002.143/2018-6)",2022
"2190120171",2017,"SEC-CE Secretaria do TCU no Estado do Ceará","SEC-CE Secretaria do TCU no Estado do Ceará",8,"TCE instaurada MinC, em razão do não encaminhamento de documentação exigida para a prestação de contas do Convênio nº 150/2003, SIAFI 494047, celebrado com a Associação Batista Beneficente e Missionária. Vigência estipulada para o período de 29/12/2003 a 23/8/2004. Ofício SEI nº 96/2017/AECI/GM-MINC. Proc. nº 01400.219445/2016-97 - SEI. Projeto Fortaleza Cheia de Graça 2003.",2022
"2190420219",2021,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE instaurada pelo Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPq, em desfavor de Fabiana Medeiros da Silva (CPF: XXX.166.608-XX), em razão de omissão no dever de prestar contas dos recursos que lhe foram transferidos por meio do Termo de Concessão e Aceitação de Apoio Financeiro a Projeto de Pesquisa Científica e/ou Tecnológica processo nº 505071/2004-5, que tinha por objeto o instrumento descrito como “padronização de ensaios toxicológicos, segundo normas internacionais, para avaliação de substâncias químicas e biomateriais"" - (Processo registrado no sistema e-TCE com o número 446/2021).",2022
"2195320171",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada por meio do Processo 00190.004280/2016-19, em função de dano apurado no âmbito Contrato de Repasse nº 089.785-81/1999, firmado entre o Ministério do Desenvolvimento Agrário e a Prefeitura Municipal de Jupi/PE, tendo como objeto execução no âmbito do PRONAF, de ações objetivando a implantação de infraestrutura e serviços de apoio à agricultura familiar no Município de Jupi/PE",2020
"2200920159",2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"PNAE. Exercício: 2010",NULL
"2203320157",2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"PNAE. Exercício: 2010",NULL
"2204720158",2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",2,"TCE instaurada por meio do Processo 01200.000882/2015-12, em função de dano apurado no âmbito do Convênio 01.0249.00/2005, firmado entre o Ministério da Ciência, Tecnologia e Inovação e a Prefeitura Municipal de Petrolina/PE, que tem por objeto apoio ao projeto Reciclagem de Resíduos Sólidos da Construção Civil no Município de Petrolina/PE.",NULL
"2205020191",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE instaurada pelo(a) Instituto Nacional do Seguro Social em razão de Desfalque, alcance, desvio ou desaparecimento de dinheiro, bens ou valores públicos, Gestão previdenciária, Habilitação e concessão de benefícios previdenciários com cômputo indevido de período de contribuição: período de atividade especial utilizado como tempo de contribuição sem comprovação, ausência de comprovação de tempo de rural e de carência mínima exigida para concessão do benefício, contrariando os requisitos do artigo 56 do Decreto nº 3.048/99 (nº da TCE no sistema: 673/2018).",2021
"2205620190",2019,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TCE instaurada pelo(a) Caixa Econômica Federal (mandatária no(a) Secretaria Executiva do Ministério da Cultura) em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Termo de compromisso CR.NR.0363385-10, firmado com o/a MINISTERIO DA CULTURA, Siafi/Siconv 672124, função null, que teve como objeto Construcao da PEC Modelo 3000 m2 (nº da TCE no sistema: 1049/2018).",2021
"2205820192",2019,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo(a) Secretaria Especial de Cultura em razão de Omissão no dever de prestar contas, Lei Rouanet, que teve por objeto O Projeto Musica na Praça é um evento itinerante que terá 5 apresentações em 5 municípios diferentes no estado do Rio Grande do Sul, sempre em locais públicos como praças e parques oportunizando o acesso gratuito para o público espectador. O Rio Grande do Sul conta com grandes instrumentistas e grupos instrumental, que não tem grandes oportunidades para demonstrar seus trabalhos, este projeto visa criar espaços para estes artistas mostrarem sua arte a um grande público, e formação de plateia. (nº da TCE no sistema: 1816/2018).",2022
